Year,Age,Gender,Rate
1929,106,Female,0.5
1929,107,Female,0.24
1929,108,Female,0.27
1929,109,Female,0.5
1929,110,Female,0.24
1930,0,Female,60026.88
1930,1,Female,60352.92
1930,2,Female,60949.79
1930,3,Female,61173.65
1930,4,Female,62068.84
1930,5,Female,62775.49
1930,6,Female,62699.83
1930,7,Female,63171.22
1930,8,Female,63823.35
1930,9,Female,62959.18
1930,10,Female,59965.41
1930,11,Female,57801.84
1930,12,Female,58392.81
1930,13,Female,59621.34
1930,14,Female,60769.22
1930,15,Female,62119.63
1930,16,Female,62056.88
1930,17,Female,60307.71
1930,18,Female,58706.85
1930,19,Female,57132.28
1930,20,Female,55531.91
1930,21,Female,54378.27
1930,22,Female,53728.18
1930,23,Female,52408.08
1930,24,Female,50979.54
1930,25,Female,49781.09
1930,26,Female,48454.71
1930,27,Female,48147.64
1930,28,Female,48598.81
1930,29,Female,48923.35
1930,30,Female,48653.94
1930,31,Female,47604.39
1930,32,Female,47247.79
1930,33,Female,47647.31
1930,34,Female,47998.47
1930,35,Female,48024.38
1930,36,Female,47998.31
1930,37,Female,48148.61
1930,38,Female,47727.19
1930,39,Female,46554.97
1930,40,Female,45428.26
1930,41,Female,44602.39
1930,42,Female,43505.34
1930,43,Female,41956.17
1930,44,Female,40628.71
1930,45,Female,39156.71
1930,46,Female,37183.42
1930,47,Female,35479.41
1930,48,Female,34527.06
1930,49,Female,33727.2
1930,50,Female,32554.99
1930,51,Female,30906.72
1930,52,Female,29280.5
1930,53,Female,27977.98
1930,54,Female,27076.71
1930,55,Female,26451.49
1930,56,Female,25701.94
1930,57,Female,24852.33
1930,58,Female,24150.94
1930,59,Female,23600.85
1930,60,Female,22951.49
1930,61,Female,22275.57
1930,62,Female,21377.98
1930,63,Female,20179.25
1930,64,Female,19199.74
1930,65,Female,18451.12
1930,66,Female,17502.61
1930,67,Female,16401.16
1930,68,Female,15351.62
1930,69,Female,14499.73
1930,70,Female,13575.37
1930,71,Female,12351.38
1930,72,Female,11274.04
1930,73,Female,10274.77
1930,74,Female,9001.38
1930,75,Female,7625.42
1930,76,Female,6299.88
1930,77,Female,5424.35
1930,78,Female,4723.74
1930,79,Female,4173.04
1930,80,Female,3994.49
1930,81,Female,3358.65
1930,82,Female,2876.27
1930,83,Female,2512.96
1930,84,Female,2149.07
1930,85,Female,1783.37
1930,86,Female,1434.05
1930,87,Female,1123.27
1930,88,Female,892.71
1930,89,Female,701.45
1930,90,Female,515.13
1930,91,Female,364.67
1930,92,Female,271.79
1930,93,Female,213.69
1930,94,Female,169.22
1930,95,Female,132.37
